Date,Day,Time,Time Zone,Wind (mph),Vis. (mi.),Weather,Sky Cond.,Air,Dwpt,Max.,Min.,Relative Humidity,Wind Chill (Â°F),Heat Index (Â°F),altimeter (in),sea level (mb),1 hr,3 hr,6 hr,Data Retrieval Date,Obs_Month,Obs_Year
2024-11-07,7,19:53,EST,NE  8,10.0,Fair,CLR,66.9,61.0,,,81%,,,30.1,1018.9,,,,2024-11-07,11,2024
2024-11-07,7,20:53,EST,N  7,10.0,Partly Cloudy,SCT050,66.0,57.9,,,75%,,,30.11,1019.0,,,,2024-11-07,11,2024
2024-11-07,7,21:53,EST,NE  5,10.0,Fair,CLR,64.9,55.9,,,73%,,,30.11,1018.9,,,,2024-11-07,11,2024
2024-11-07,7,22:53,EST,NE  6,10.0,Fair,CLR,64.0,55.0,,,73%,,,30.11,1018.8,,,,2024-11-07,11,2024
2024-11-07,7,23:53,EST,Calm,10.0,Mostly Cloudy,BKN100,63.0,55.0,,,76%,,,30.1,1018.7,,,,2024-11-08,11,2024
2024-11-08,8,00:53,EST,N  3,10.0,Overcast,OVC036,62.1,55.9,69.1,61.0,80%,,,30.1,1018.5,,,,2024-11-08,11,2024
2024-11-08,8,02:53,EST,N  3,10.0,Overcast,BKN037 OVC048,62.1,54.0,,,75%,,,30.1,1018.6,,,,2024-11-08,11,2024
2024-11-08,8,04:53,EST,NE  5,10.0,Overcast,SCT080 OVC110,59.0,51.1,,,75%,,,30.11,1019.3,,,,2024-11-08,11,2024
2024-11-08,8,05:53,EST,Calm,10.0,Overcast,FEW080 OVC100,59.0,50.0,,,72%,,,30.11,1019.2,,,,2024-11-08,11,2024
2024-11-08,8,06:53,EST,Calm,10.0,Overcast,OVC100,59.0,48.9,63.0,57.9,69%,,,30.11,1019.3,,,,2024-11-08,11,2024
2024-11-08,8,07:53,EST,Calm,10.0,Partly Cloudy,SCT100,59.0,52.0,,,78%,,,30.12,1019.5,,,,2024-11-08,11,2024
2024-11-08,8,08:53,EST,Calm,10.0,Fair,CLR,64.0,51.1,,,63%,,,30.13,1019.6,,,,2024-11-08,11,2024
2024-11-08,8,09:53,EST,Calm,10.0,Fair,CLR,64.0,51.1,,,63%,,,30.12,1019.5,,,,2024-11-08,11,2024
2024-11-08,8,10:53,EST,Vrbl  3,10.0,Fair,CLR,68.0,53.1,,,59%,,,30.1,1018.7,,,,2024-11-08,11,2024
2024-11-08,8,11:53,EST,SE  3,10.0,Fair,CLR,70.0,53.1,,,55%,,,30.07,1017.7,,,,2024-11-08,11,2024
2024-11-08,8,12:53,EST,N  5,10.0,Fair,CLR,73.0,53.1,73.0,57.9,50%,,,30.04,1016.7,,,,2024-11-08,11,2024
2024-11-08,8,13:53,EST,Vrbl  3,10.0,Fair,CLR,75.0,52.0,,,45%,,78.0,30.02,1015.8,,,,2024-11-08,11,2024
2024-11-08,8,14:53,EST,N  5,10.0,Fair,CLR,77.0,43.0,,,30%,,78.0,30.01,1015.5,,,,2024-11-08,11,2024
2024-11-08,8,15:53,EST,NW  5,10.0,Fair,CLR,75.9,35.1,,,23%,,77.0,30.01,1015.4,,,,2024-11-08,11,2024
2024-11-08,8,16:53,EST,NW  7,10.0,Fair,CLR,72.0,30.9,,,22%,,,30.01,1015.8,,,,2024-11-08,11,2024
2024-11-08,8,17:53,EST,Vrbl  5,10.0,Fair,CLR,68.0,30.0,,,24%,,,30.03,1016.6,,,,2024-11-08,11,2024
2024-11-08,8,19:53,EST,NW  7,10.0,Fair,CLR,66.0,30.0,,,26%,,,30.06,1017.6,,,,2024-11-08,11,2024
2024-11-08,8,20:53,EST,Vrbl  7,10.0,Fair,CLR,64.0,30.9,,,29%,,,30.08,1018.2,,,,2024-11-08,11,2024
2024-11-08,8,21:53,EST,N  7,10.0,Fair,CLR,62.1,30.0,,,30%,,,30.11,1019.2,,,,2024-11-08,11,2024
2024-11-08,8,22:53,EST,NW  10  G 25,10.0,Fair,CLR,63.0,28.9,,,28%,,,30.12,1019.5,,,,2024-11-08,11,2024
2024-11-08,8,23:53,EST,Calm,10.0,Fair,CLR,61.0,30.0,,,31%,,,30.14,1020.1,,,,2024-11-09,11,2024
2024-11-09,9,00:53,EST,NW  8,10.0,Fair,CLR,57.9,32.0,68.0,57.0,38%,,,30.14,1020.3,,,,2024-11-09,11,2024
2024-11-09,9,01:53,EST,N  8  G 17,10.0,Fair,CLR,59.0,32.0,,,36%,,,30.16,1020.7,,,,2024-11-09,11,2024
2024-11-09,9,02:53,EST,SE  5,10.0,Fair,CLR,52.0,33.1,,,49%,,,30.19,1021.8,,,,2024-11-09,11,2024
2024-11-09,9,03:53,EST,Calm,10.0,Fair,CLR,54.0,33.1,,,45%,,,30.2,1022.1,,,,2024-11-09,11,2024
2024-11-09,9,04:53,EST,N  9,10.0,Fair,CLR,50.0,34.0,,,54%,47.0,,30.22,1023.0,,,,2024-11-09,11,2024
2024-11-09,9,05:53,EST,E  5,10.0,Fair,CLR,48.9,34.0,,,56%,48.0,,30.27,1024.6,,,,2024-11-09,11,2024
2024-11-09,9,06:53,EST,N  3,10.0,Fair,CLR,46.0,34.0,60.1,46.0,63%,,,30.3,1025.8,,,,2024-11-09,11,2024
2024-11-09,9,07:53,EST,NE  7,10.0,Fair,CLR,48.9,34.0,,,56%,46.0,,30.34,1027.0,,,,2024-11-09,11,2024
2024-11-09,9,08:53,EST,NE  9,10.0,Fair,CLR,52.0,34.0,,,50%,,,30.36,1027.7,,,,2024-11-09,11,2024
2024-11-09,9,09:53,EST,NE  12  G 24,10.0,Fair,CLR,54.0,33.1,,,45%,,,30.37,1028.0,,,,2024-11-09,11,2024
2024-11-09,9,10:53,EST,E  7,10.0,Fair,CLR,55.9,34.0,,,44%,,,30.38,1028.4,,,,2024-11-09,11,2024
2024-11-09,9,11:53,EST,E  8,10.0,Fair,CLR,57.9,32.0,,,38%,,,30.35,1027.6,,,,2024-11-09,11,2024
2024-11-09,9,13:53,EST,SE  5,10.0,Fair,CLR,57.9,28.0,,,32%,,,30.33,1026.8,,,,2024-11-09,11,2024
2024-11-09,9,14:53,EST,Calm,10.0,Fair,CLR,59.0,27.0,,,29%,,,30.33,1026.8,,,,2024-11-09,11,2024
2024-11-09,9,15:53,EST,E  6,10.0,Fair,CLR,57.9,28.0,,,32%,,,30.33,1026.8,,,,2024-11-09,11,2024
2024-11-09,9,16:53,EST,Calm,10.0,Fair,CLR,55.9,28.9,,,36%,,,30.34,1027.3,,,,2024-11-09,11,2024
2024-11-09,9,17:53,EST,Calm,10.0,Fair,CLR,50.0,30.0,,,46%,,,30.35,1027.7,,,,2024-11-09,11,2024
2024-11-09,9,18:53,EST,Calm,10.0,Fair,CLR,48.9,30.0,59.0,48.9,48%,,,30.36,1027.9,,,,2024-11-09,11,2024
2024-11-09,9,19:53,EST,N  3,10.0,Fair,CLR,48.0,30.0,,,50%,,,30.37,1028.4,,,,2024-11-09,11,2024
2024-11-09,9,20:53,EST,Calm,10.0,Fair,CLR,45.0,30.9,,,58%,,,30.38,1028.7,,,,2024-11-09,11,2024
2024-11-09,9,21:53,EST,Calm,10.0,Fair,CLR,41.0,30.9,,,67%,,,30.39,1029.1,,,,2024-11-09,11,2024
2024-11-09,9,22:53,EST,Calm,10.0,Fair,CLR,42.1,30.9,,,65%,,,30.39,1028.9,,,,2024-11-09,11,2024
2024-11-09,9,23:53,EST,Calm,10.0,Fair,CLR,39.9,30.9,,,70%,,,30.38,1028.9,,,,2024-11-10,11,2024
2024-11-10,10,00:53,EST,Calm,10.0,Fair,CLR,39.0,33.1,48.9,37.9,79%,,,30.37,1028.5,,,,2024-11-10,11,2024
2024-11-10,10,01:53,EST,Calm,10.0,Fair,CLR,39.9,34.0,,,79%,,,30.37,1028.5,,,,2024-11-10,11,2024
2024-11-10,10,02:53,EST,Calm,10.0,Fair,CLR,39.9,33.1,,,77%,,,30.36,1027.9,,,,2024-11-10,11,2024
2024-11-10,10,03:53,EST,Calm,10.0,Fair,CLR,41.0,34.0,,,76%,,,30.34,1027.3,,,,2024-11-10,11,2024
2024-11-10,10,04:53,EST,SW  5,10.0,Fair,CLR,45.0,34.0,,,66%,43.0,,30.33,1026.8,,,,2024-11-10,11,2024
2024-11-10,10,05:53,EST,S  3,10.0,Fair,CLR,44.1,35.1,,,71%,,,30.31,1026.4,,,,2024-11-10,11,2024
2024-11-10,10,06:53,EST,S  5,10.0,Fair,CLR,45.0,35.1,46.0,39.0,68%,43.0,,30.31,1026.3,,,,2024-11-10,11,2024
2024-11-10,10,08:53,EST,SW  7,10.0,Fair,CLR,50.0,36.0,,,59%,48.0,,30.3,1026.1,,,,2024-11-10,11,2024
2024-11-10,10,09:53,EST,S  6,10.0,Mostly Cloudy,BKN030,51.1,37.0,,,59%,,,30.27,1025.1,,,,2024-11-10,11,2024
2024-11-10,10,10:53,EST,S  6,10.0,Mostly Cloudy,BKN070,53.1,37.0,,,55%,,,30.25,1024.3,,,,2024-11-10,11,2024
2024-11-10,10,11:53,EST,S  10,10.0,Fair,CLR,55.0,35.1,,,47%,,,30.22,1023.3,,,,2024-11-10,11,2024
2024-11-10,10,12:53,EST,S  15,10.0,Mostly Cloudy,BKN070,57.0,32.0,57.9,45.0,39%,,,30.19,1022.2,,,,2024-11-10,11,2024
2024-11-10,10,13:53,EST,S  15,10.0,Fair,CLR,55.9,36.0,,,47%,,,30.15,1020.9,,,,2024-11-10,11,2024
2024-11-10,10,14:53,EST,S  10,10.0,Partly Cloudy,SCT120,55.0,37.9,,,53%,,,30.13,1020.2,,,,2024-11-10,11,2024
2024-11-10,10,15:53,EST,S  10  G 18,10.0,Overcast,BKN070 OVC080,54.0,42.1,,,64%,,,30.12,1019.8,,,,2024-11-10,11,2024
2024-11-10,10,16:53,EST,SW  14  G 21,6.0,Light Rain,SCT036 BKN050 OVC060,53.1,41.0,,,64%,,,30.11,1019.7,0.01,,,2024-11-10,11,2024
2024-11-10,10,17:53,EST,S  9,10.0,Overcast,SCT032 OVC065,52.0,43.0,,,72%,,,30.1,1019.1,,,,2024-11-10,11,2024
2024-11-10,10,18:53,EST,S  12,10.0,Overcast,SCT030 BKN039 OVC065,52.0,44.1,57.9,51.1,75%,,,30.09,1018.8,,,0.01,2024-11-10,11,2024
2024-11-10,10,19:53,EST,S  13,10.0,Overcast,SCT032 OVC065,50.0,46.9,,,89%,46.0,,30.07,1018.1,,,,2024-11-10,11,2024
2024-11-10,10,20:53,EST,S  12,10.0,Overcast,BKN070 OVC100,51.1,48.0,,,89%,,,30.04,1017.2,,,,2024-11-10,11,2024
2024-11-10,10,21:53,EST,S  9,10.0,Overcast,FEW044 BKN055 OVC075,52.0,48.9,,,89%,,,30.02,1016.6,,,,2024-11-10,11,2024
2024-11-10,10,22:53,EST,S  10,7.0,Light Rain,FEW041 BKN070 OVC085,53.1,51.1,,,93%,,,29.99,1015.3,,,,2024-11-10,11,2024
2024-11-10,10,23:53,EST,S  12,10.0,Overcast,OVC004,53.1,51.1,,,93%,,,29.97,1014.7,,,,2024-11-11,11,2024
2024-11-11,11,05:53,EST,S  8,10.0,Overcast,OVC085,55.9,54.0,,,93%,,,29.87,1011.3,,,,2024-11-11,11,2024
2024-11-11,11,00:53,EST,S  14,10.0,Overcast,OVC005,54.0,52.0,54.0,50.0,93%,,,29.94,1013.5,,,,2024-11-14,11,2024
2024-11-11,11,01:53,EST,S  9,10.0,Mostly Cloudy,SCT005 BKN048,54.0,52.0,,,93%,,,29.91,1012.7,,,,2024-11-14,11,2024
2024-11-11,11,02:53,EST,S  9  G 20,10.0,Overcast,OVC005,54.0,53.1,,,97%,,,29.9,1012.4,,,,2024-11-14,11,2024
2024-11-11,11,03:53,EST,S  9,10.0,Overcast,BKN005 BKN090 OVC110,55.0,53.1,,,93%,,,29.89,1011.9,,,,2024-11-14,11,2024
2024-11-11,11,04:53,EST,S  9,10.0,Mostly Cloudy,FEW080 BKN110,55.0,53.1,,,93%,,,29.89,1011.9,,,,2024-11-14,11,2024
2024-11-11,11,06:53,EST,Vrbl  5,10.0,Fair,CLR,55.0,53.1,55.9,54.0,93%,,,29.86,1011.0,,,,2024-11-14,11,2024
2024-11-11,11,07:53,EST,SW  3,10.0,Fair,CLR,55.0,53.1,,,93%,,,29.88,1011.5,,,,2024-11-14,11,2024
2024-11-11,11,08:53,EST,Vrbl  3,10.0,Fair,CLR,57.9,54.0,,,87%,,,29.87,1011.2,,,,2024-11-14,11,2024
2024-11-11,11,09:53,EST,S  9,10.0,A Few Clouds,FEW120,63.0,55.9,,,78%,,,29.86,1010.7,,,,2024-11-14,11,2024
2024-11-11,11,10:53,EST,SE  8,10.0,Fair,CLR,68.0,57.0,,,68%,,,29.84,1010.1,,,,2024-11-14,11,2024
2024-11-11,11,11:53,EST,SW  8,10.0,Partly Cloudy,SCT055,73.9,51.1,,,45%,,,29.81,1008.9,,,,2024-11-14,11,2024
2024-11-11,11,12:53,EST,W  12  G 20,10.0,Fair,CLR,75.0,48.9,75.9,54.0,40%,,77.0,29.78,1007.8,,,,2024-11-14,11,2024
2024-11-11,11,13:53,EST,W  8  G 18,10.0,Fair,CLR,75.9,45.0,,,33%,,77.0,29.76,1007.1,,,,2024-11-14,11,2024
2024-11-11,11,14:53,EST,Vrbl  5,10.0,Fair,CLR,77.0,45.0,,,32%,,78.0,29.74,1006.4,,,,2024-11-14,11,2024
2024-11-11,11,15:53,EST,W  8,10.0,Fair,CLR,75.0,43.0,,,32%,,77.0,29.74,1006.6,,,,2024-11-14,11,2024
2024-11-11,11,16:53,EST,W  5,10.0,Fair,CLR,73.0,41.0,,,32%,,,29.75,1006.8,,,,2024-11-14,11,2024
2024-11-11,11,17:53,EST,SW  3,10.0,Fair,CLR,66.9,42.1,,,41%,,,29.77,1007.5,,,,2024-11-14,11,2024
2024-11-11,11,18:53,EST,Calm,10.0,Fair,CLR,68.0,41.0,77.0,66.0,38%,,,29.79,1008.2,,,,2024-11-14,11,2024
2024-11-11,11,19:53,EST,Calm,10.0,Fair,CLR,66.9,41.0,,,39%,,,29.79,1008.3,,,,2024-11-14,11,2024
2024-11-11,11,20:53,EST,W  3,10.0,Fair,CLR,63.0,39.9,,,43%,,,29.8,1008.8,,,,2024-11-14,11,2024
2024-11-11,11,21:53,EST,NW  5,10.0,Fair,CLR,64.0,39.0,,,40%,,,29.82,1009.4,,,,2024-11-14,11,2024
2024-11-11,11,22:53,EST,NW  5,10.0,Fair,CLR,63.0,37.0,,,38%,,,29.83,1009.7,,,,2024-11-14,11,2024
2024-11-11,11,23:53,EST,Calm,10.0,Fair,CLR,59.0,37.0,,,44%,,,29.86,1010.7,,,,2024-11-14,11,2024
2024-11-12,12,00:53,EST,Calm,10.0,Fair,CLR,59.0,37.9,68.0,57.0,46%,,,29.89,1011.5,,,,2024-11-14,11,2024
2024-11-12,12,01:53,EST,NW  3,10.0,Fair,CLR,57.9,37.9,,,48%,,,29.9,1012.1,,,,2024-11-14,11,2024
2024-11-12,12,03:53,EST,N  3,10.0,Fair,CLR,53.1,37.9,,,57%,,,29.94,1013.4,,,,2024-11-14,11,2024
2024-11-12,12,04:53,EST,Calm,10.0,Fair,CLR,54.0,37.0,,,53%,,,29.97,1014.6,,,,2024-11-14,11,2024
2024-11-12,12,05:53,EST,S  3,10.0,A Few Clouds,FEW055,48.9,36.0,,,61%,,,30.0,1015.6,,,,2024-11-14,11,2024
2024-11-12,12,06:53,EST,NW  6,10.0,Partly Cloudy,SCT050,51.1,37.0,59.0,48.0,59%,,,30.03,1016.7,,,,2024-11-14,11,2024
2024-11-12,12,07:53,EST,NW  6,10.0,Fair,CLR,50.0,37.9,,,63%,48.0,,30.07,1017.9,,,,2024-11-14,11,2024
2024-11-12,12,08:53,EST,NW  8,10.0,Fair,CLR,55.9,37.0,,,49%,,,30.1,1018.9,,,,2024-11-14,11,2024
2024-11-12,12,09:53,EST,Vrbl  6  G 17,10.0,Fair,CLR,55.9,34.0,,,44%,,,30.13,1019.9,,,,2024-11-14,11,2024
2024-11-12,12,10:53,EST,NW  8,10.0,Fair,CLR,57.9,35.1,,,42%,,,30.14,1020.4,,,,2024-11-14,11,2024
2024-11-12,12,11:53,EST,N  13  G 21,10.0,Fair,CLR,59.0,33.1,,,38%,,,30.13,1020.1,,,,2024-11-14,11,2024
2024-11-12,12,12:53,EST,NW  9  G 18,10.0,Fair,CLR,60.1,33.1,61.0,48.9,36%,,,30.13,1020.0,,,,2024-11-14,11,2024
2024-11-12,12,13:53,EST,Vrbl  7  G 16,10.0,Fair,CLR,60.1,33.1,,,36%,,,30.13,1020.0,,,,2024-11-14,11,2024
2024-11-12,12,14:53,EST,N  8  G 20,10.0,Fair,CLR,60.1,33.1,,,36%,,,30.14,1020.5,,,,2024-11-14,11,2024
2024-11-12,12,15:53,EST,NE  10,10.0,Fair,CLR,60.1,32.0,,,35%,,,30.17,1021.3,,,,2024-11-14,11,2024
2024-11-12,12,16:53,EST,N  5,10.0,Fair,CLR,55.0,32.0,,,42%,,,30.19,1022.0,,,,2024-11-14,11,2024
2024-11-12,12,17:53,EST,N  3,10.0,Fair,CLR,53.1,30.9,,,43%,,,30.22,1023.1,,,,2024-11-14,11,2024
2024-11-12,12,18:53,EST,N  3,10.0,Fair,CLR,50.0,30.9,61.0,50.0,48%,,,30.24,1023.9,,,,2024-11-14,11,2024
2024-11-12,12,19:53,EST,NE  7,10.0,Fair,CLR,48.9,28.9,,,46%,46.0,,30.27,1024.8,,,,2024-11-14,11,2024
2024-11-12,12,21:53,EST,NE  12  G 17,10.0,Fair,CLR,46.9,28.0,,,48%,42.0,,30.32,1026.7,,,,2024-11-14,11,2024
2024-11-12,12,22:53,EST,NE  10,10.0,Fair,CLR,45.0,27.0,,,49%,40.0,,30.34,1027.3,,,,2024-11-14,11,2024
2024-11-12,12,23:53,EST,NE  8,10.0,Fair,CLR,42.1,26.1,,,53%,38.0,,30.36,1027.9,,,,2024-11-14,11,2024
2024-11-13,13,00:53,EST,NE  6,10.0,Fair,CLR,41.0,26.1,50.0,41.0,55%,38.0,,30.37,1028.3,,,,2024-11-14,11,2024
2024-11-13,13,01:53,EST,Calm,10.0,Fair,CLR,41.0,25.0,,,53%,,,30.38,1028.8,,,,2024-11-14,11,2024
2024-11-13,13,02:53,EST,NE  8,10.0,Fair,CLR,37.9,25.0,,,60%,33.0,,30.4,1029.4,,,,2024-11-14,11,2024
2024-11-13,13,03:53,EST,Calm,10.0,Fair,CLR,36.0,24.1,,,62%,,,30.42,1030.3,,,,2024-11-14,11,2024
2024-11-13,13,04:53,EST,Calm,10.0,Fair,CLR,35.1,25.0,,,67%,,,30.44,1031.0,,,,2024-11-14,11,2024
2024-11-13,13,05:53,EST,Calm,10.0,Fair,CLR,34.0,24.1,,,67%,,,30.46,1031.6,,,,2024-11-14,11,2024
2024-11-13,13,06:53,EST,NE  5,10.0,Fair,CLR,32.0,24.1,41.0,30.9,73%,28.0,,30.47,1031.9,,,,2024-11-14,11,2024
2024-11-13,13,07:53,EST,Calm,10.0,Fair,CLR,35.1,24.1,,,64%,,,30.49,1032.6,,,,2024-11-14,11,2024
2024-11-13,13,08:53,EST,N  8,10.0,Fair,CLR,39.0,26.1,,,60%,34.0,,30.5,1032.9,,,,2024-11-14,11,2024
2024-11-13,13,09:53,EST,E  6,10.0,Fair,CLR,42.1,24.1,,,49%,39.0,,30.5,1033.0,,,,2024-11-14,11,2024
2024-11-13,13,10:53,EST,E  6,10.0,Fair,CLR,44.1,24.1,,,45%,41.0,,30.49,1032.5,,,,2024-11-14,11,2024
2024-11-13,13,11:53,EST,NE  3,10.0,Fair,CLR,46.0,24.1,,,42%,,,30.46,1031.4,,,,2024-11-14,11,2024
2024-11-13,13,12:53,EST,NE  5,10.0,Fair,CLR,48.0,24.1,48.9,32.0,39%,47.0,,30.43,1030.4,,,,2024-11-14,11,2024
2024-11-13,13,13:53,EST,NE  6,10.0,Fair,CLR,50.0,23.0,,,35%,48.0,,30.4,1029.6,,,,2024-11-14,11,2024
2024-11-13,13,14:53,EST,Vrbl  3,10.0,Fair,CLR,51.1,23.0,,,33%,,,30.39,1029.1,,,,2024-11-14,11,2024
2024-11-13,13,15:53,EST,E  6,10.0,Fair,CLR,50.0,21.0,,,32%,48.0,,30.39,1029.0,,,,2024-11-14,11,2024
2024-11-13,13,16:53,EST,NE  5,10.0,Fair,CLR,45.0,25.0,,,46%,43.0,,30.39,1029.3,,,,2024-11-14,11,2024
2024-11-13,13,17:53,EST,Calm,10.0,Fair,CLR,44.1,25.0,,,47%,,,30.4,1029.8,,,,2024-11-14,11,2024
2024-11-13,13,18:53,EST,Calm,10.0,Fair,CLR,39.9,28.0,51.1,39.9,63%,,,30.41,1030.0,,,,2024-11-14,11,2024
2024-11-13,13,19:53,EST,Calm,10.0,Fair,CLR,39.9,27.0,,,60%,,,30.4,1029.9,,,,2024-11-14,11,2024
2024-11-13,13,20:53,EST,Calm,10.0,Fair,CLR,37.0,27.0,,,67%,,,30.39,1029.3,,,,2024-11-14,11,2024
2024-11-13,13,21:53,EST,Calm,10.0,Fair,CLR,37.0,28.9,,,73%,,,30.37,1028.6,,,,2024-11-14,11,2024
2024-11-13,13,22:53,EST,Calm,10.0,Fair,CLR,39.0,26.1,,,60%,,,30.36,1028.1,,,,2024-11-14,11,2024
2024-11-13,13,23:53,EST,Calm,10.0,Fair,CLR,37.0,27.0,,,67%,,,30.35,1027.8,,,,2024-11-14,11,2024
