Date,Day,Date/Time,Time,Time Zone,Wind (mph),Vis. (mi.),Weather,Sky Cond.,Temp,Dew Point,Relative Humidity,Wind Chill (Â°F),Heat Index (Â°F),altimeter (in),sea level (mb),1-Hour Precip,3-Hour Precip,6-Hour Precip,Data Retrieval Date,Obs_Month,Obs_Year
2024-11-06,6,2024-11-06 06:53,06:53,EST,S  7,10.0,A Few Clouds,FEW044,60.1,57.0,90.0,,,30.12,1019.5,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 07:53,07:53,EST,S  8,10.0,Fair,CLR,62.1,59.0,90.0,,,30.13,1019.7,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 08:53,08:53,EST,S  9,10.0,Fair,CLR,66.0,60.1,81.0,,,30.14,1020.0,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 09:53,09:53,EST,S  10,10.0,Fair,CLR,71.1,61.0,71.0,,,30.13,1019.7,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 10:53,10:53,EST,S  9,10.0,Fair,CLR,73.9,62.1,67.0,,,30.12,1019.4,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 11:53,11:53,EST,SW  12,10.0,Fair,CLR,78.1,62.1,58.0,,80.0,30.1,1018.6,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 12:53,12:53,EST,S  16  G 22,10.0,Fair,CLR,81.0,63.0,54.0,,82.0,30.07,1017.5,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 13:53,13:53,EST,S  13,10.0,Partly Cloudy,SCT049,82.0,62.1,51.0,,83.0,30.06,1017.4,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 14:53,14:53,EST,S  7,10.0,Fair,CLR,80.1,63.0,56.0,,81.0,30.06,1017.4,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 16:53,16:53,EST,SW  6,10.0,Fair,CLR,77.0,62.1,60.0,,79.0,30.07,1017.6,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 17:53,17:53,EST,S  6,10.0,Fair,CLR,71.1,62.1,73.0,,,30.08,1017.9,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 18:53,18:53,EST,S  7,10.0,Fair,CLR,71.1,62.1,73.0,,,30.07,1017.7,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 19:53,19:53,EST,S  6,10.0,Fair,CLR,71.1,62.1,73.0,,,30.07,1017.8,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 20:53,20:53,EST,S  5,10.0,Fair,CLR,71.1,62.1,73.0,,,30.09,1018.2,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 21:53,21:53,EST,S  6,10.0,Fair,CLR,68.0,62.1,81.0,,,30.1,1018.6,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 22:53,22:53,EST,Calm,10.0,Fair,CLR,69.1,62.1,78.0,,,30.09,1018.3,0.0,0.0,0.0,2024-11-06,11,2024
2024-11-06,6,2024-11-06 23:53,23:53,EST,S  3,10.0,Fair,CLR,68.0,61.0,78.0,,,30.08,1018.0,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 00:53,00:53,EST,W  3,10.0,Fair,CLR,66.9,61.0,81.0,,,30.08,1017.9,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 01:53,01:53,EST,S  5,10.0,Fair,CLR,64.9,61.0,87.0,,,30.08,1018.0,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 02:53,02:53,EST,SW  3,10.0,Fair,CLR,64.9,61.0,87.0,,,30.09,1018.3,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 03:53,03:53,EST,Calm,10.0,Fair,CLR,63.0,60.1,90.0,,,30.08,1018.1,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 04:53,04:53,EST,S  3,10.0,Fair,CLR,64.0,61.0,90.0,,,30.1,1018.7,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 05:53,05:53,EST,Calm,10.0,Fair,CLR,62.1,60.1,93.0,,,30.1,1018.9,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 06:53,06:53,EST,Calm,10.0,A Few Clouds,FEW120,62.1,60.1,93.0,,,30.12,1019.3,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 07:53,07:53,EST,Calm,10.0,Mostly Cloudy,BKN110,63.0,60.1,90.0,,,30.12,1019.5,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 08:53,08:53,EST,Calm,10.0,Mostly Cloudy,BKN110,68.0,61.0,78.0,,,30.13,1019.6,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 09:53,09:53,EST,Calm,10.0,Overcast,OVC110,72.0,62.1,71.0,,,30.13,1019.7,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 10:53,10:53,EST,Calm,10.0,Overcast,FEW060 OVC100,73.9,62.1,67.0,,,30.13,1019.8,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 11:53,11:53,EST,Calm,10.0,Mostly Cloudy,BKN100,77.0,62.1,60.0,,79.0,30.11,1018.8,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 12:53,12:53,EST,S  3,10.0,Overcast,FEW080 OVC110,79.0,61.0,54.0,,80.0,30.08,1017.9,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 13:53,13:53,EST,SE  7,10.0,Mostly Cloudy,BKN090,79.0,61.0,54.0,,80.0,30.07,1017.5,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 14:53,14:53,EST,S  3,10.0,Partly Cloudy,SCT085,79.0,61.0,54.0,,80.0,30.06,1017.2,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 15:53,15:53,EST,Calm,10.0,Overcast,BKN060 OVC075,77.0,62.1,60.0,,79.0,30.06,1017.4,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 16:53,16:53,EST,NW  3,8.0,Light Rain,OVC050,69.1,64.9,87.0,,,30.07,1017.8,0.02,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 17:53,17:53,EST,SE  5,10.0,Mostly Cloudy,SCT065 BKN080 BKN110,71.1,64.9,81.0,,,30.07,1017.8,0.01,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 18:53,18:53,EST,NE  5,10.0,Overcast,OVC080,69.1,64.9,87.0,,,30.1,1018.6,0.0,0.0,0.03,2024-11-07,11,2024
2024-11-07,7,2024-11-07 19:53,19:53,EST,NE  8,10.0,Fair,CLR,66.9,61.0,81.0,,,30.1,1018.9,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 20:53,20:53,EST,N  7,10.0,Partly Cloudy,SCT050,66.0,57.9,75.0,,,30.11,1019.0,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 21:53,21:53,EST,NE  5,10.0,Fair,CLR,64.9,55.9,73.0,,,30.11,1018.9,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 22:53,22:53,EST,NE  6,10.0,Fair,CLR,64.0,55.0,73.0,,,30.11,1018.8,0.0,0.0,0.0,2024-11-07,11,2024
2024-11-07,7,2024-11-07 23:53,23:53,EST,Calm,10.0,Mostly Cloudy,BKN100,63.0,55.0,76.0,,,30.1,1018.7,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 00:53,00:53,EST,N  3,10.0,Overcast,OVC036,62.1,55.9,80.0,,,30.1,1018.5,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 02:53,02:53,EST,N  3,10.0,Overcast,BKN037 OVC048,62.1,54.0,75.0,,,30.1,1018.6,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 04:53,04:53,EST,NE  5,10.0,Overcast,SCT080 OVC110,59.0,51.1,75.0,,,30.11,1019.3,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 05:53,05:53,EST,Calm,10.0,Overcast,FEW080 OVC100,59.0,50.0,72.0,,,30.11,1019.2,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 06:53,06:53,EST,Calm,10.0,Overcast,OVC100,59.0,48.9,69.0,,,30.11,1019.3,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 07:53,07:53,EST,Calm,10.0,Partly Cloudy,SCT100,59.0,52.0,78.0,,,30.12,1019.5,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 08:53,08:53,EST,Calm,10.0,Fair,CLR,64.0,51.1,63.0,,,30.13,1019.6,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 09:53,09:53,EST,Calm,10.0,Fair,CLR,64.0,51.1,63.0,,,30.12,1019.5,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 10:53,10:53,EST,Vrbl  3,10.0,Fair,CLR,68.0,53.1,59.0,,,30.1,1018.7,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 11:53,11:53,EST,SE  3,10.0,Fair,CLR,70.0,53.1,55.0,,,30.07,1017.7,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 12:53,12:53,EST,N  5,10.0,Fair,CLR,73.0,53.1,50.0,,,30.04,1016.7,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 13:53,13:53,EST,Vrbl  3,10.0,Fair,CLR,75.0,52.0,45.0,,78.0,30.02,1015.8,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 14:53,14:53,EST,N  5,10.0,Fair,CLR,77.0,43.0,30.0,,78.0,30.01,1015.5,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 15:53,15:53,EST,NW  5,10.0,Fair,CLR,75.9,35.1,23.0,,77.0,30.01,1015.4,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 16:53,16:53,EST,NW  7,10.0,Fair,CLR,72.0,30.9,22.0,,,30.01,1015.8,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 17:53,17:53,EST,Vrbl  5,10.0,Fair,CLR,68.0,30.0,24.0,,,30.03,1016.6,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 19:53,19:53,EST,NW  7,10.0,Fair,CLR,66.0,30.0,26.0,,,30.06,1017.6,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 20:53,20:53,EST,Vrbl  7,10.0,Fair,CLR,64.0,30.9,29.0,,,30.08,1018.2,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 21:53,21:53,EST,N  7,10.0,Fair,CLR,62.1,30.0,30.0,,,30.11,1019.2,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 22:53,22:53,EST,NW  10  G 25,10.0,Fair,CLR,63.0,28.9,28.0,,,30.12,1019.5,0.0,0.0,0.0,2024-11-08,11,2024
2024-11-08,8,2024-11-08 23:53,23:53,EST,Calm,10.0,Fair,CLR,61.0,30.0,31.0,,,30.14,1020.1,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 00:53,00:53,EST,NW  8,10.0,Fair,CLR,57.9,32.0,38.0,,,30.14,1020.3,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 01:53,01:53,EST,N  8  G 17,10.0,Fair,CLR,59.0,32.0,36.0,,,30.16,1020.7,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 02:53,02:53,EST,SE  5,10.0,Fair,CLR,52.0,33.1,49.0,,,30.19,1021.8,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 03:53,03:53,EST,Calm,10.0,Fair,CLR,54.0,33.1,45.0,,,30.2,1022.1,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 04:53,04:53,EST,N  9,10.0,Fair,CLR,50.0,34.0,54.0,47.0,,30.22,1023.0,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 05:53,05:53,EST,E  5,10.0,Fair,CLR,48.9,34.0,56.0,48.0,,30.27,1024.6,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 06:53,06:53,EST,N  3,10.0,Fair,CLR,46.0,34.0,63.0,,,30.3,1025.8,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 07:53,07:53,EST,NE  7,10.0,Fair,CLR,48.9,34.0,56.0,46.0,,30.34,1027.0,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 08:53,08:53,EST,NE  9,10.0,Fair,CLR,52.0,34.0,50.0,,,30.36,1027.7,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 09:53,09:53,EST,NE  12  G 24,10.0,Fair,CLR,54.0,33.1,45.0,,,30.37,1028.0,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 10:53,10:53,EST,E  7,10.0,Fair,CLR,55.9,34.0,44.0,,,30.38,1028.4,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 11:53,11:53,EST,E  8,10.0,Fair,CLR,57.9,32.0,38.0,,,30.35,1027.6,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 13:53,13:53,EST,SE  5,10.0,Fair,CLR,57.9,28.0,32.0,,,30.33,1026.8,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 14:53,14:53,EST,Calm,10.0,Fair,CLR,59.0,27.0,29.0,,,30.33,1026.8,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 15:53,15:53,EST,E  6,10.0,Fair,CLR,57.9,28.0,32.0,,,30.33,1026.8,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 16:53,16:53,EST,Calm,10.0,Fair,CLR,55.9,28.9,36.0,,,30.34,1027.3,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 17:53,17:53,EST,Calm,10.0,Fair,CLR,50.0,30.0,46.0,,,30.35,1027.7,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 18:53,18:53,EST,Calm,10.0,Fair,CLR,48.9,30.0,48.0,,,30.36,1027.9,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 19:53,19:53,EST,N  3,10.0,Fair,CLR,48.0,30.0,50.0,,,30.37,1028.4,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 20:53,20:53,EST,Calm,10.0,Fair,CLR,45.0,30.9,58.0,,,30.38,1028.7,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 21:53,21:53,EST,Calm,10.0,Fair,CLR,41.0,30.9,67.0,,,30.39,1029.1,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 22:53,22:53,EST,Calm,10.0,Fair,CLR,42.1,30.9,65.0,,,30.39,1028.9,0.0,0.0,0.0,2024-11-09,11,2024
2024-11-09,9,2024-11-09 23:53,23:53,EST,Calm,10.0,Fair,CLR,39.9,30.9,70.0,,,30.38,1028.9,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 00:53,00:53,EST,Calm,10.0,Fair,CLR,39.0,33.1,79.0,,,30.37,1028.5,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 01:53,01:53,EST,Calm,10.0,Fair,CLR,39.9,34.0,79.0,,,30.37,1028.5,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 02:53,02:53,EST,Calm,10.0,Fair,CLR,39.9,33.1,77.0,,,30.36,1027.9,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 03:53,03:53,EST,Calm,10.0,Fair,CLR,41.0,34.0,76.0,,,30.34,1027.3,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 04:53,04:53,EST,SW  5,10.0,Fair,CLR,45.0,34.0,66.0,43.0,,30.33,1026.8,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 05:53,05:53,EST,S  3,10.0,Fair,CLR,44.1,35.1,71.0,,,30.31,1026.4,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 06:53,06:53,EST,S  5,10.0,Fair,CLR,45.0,35.1,68.0,43.0,,30.31,1026.3,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 08:53,08:53,EST,SW  7,10.0,Fair,CLR,50.0,36.0,59.0,48.0,,30.3,1026.1,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 09:53,09:53,EST,S  6,10.0,Mostly Cloudy,BKN030,51.1,37.0,59.0,,,30.27,1025.1,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 10:53,10:53,EST,S  6,10.0,Mostly Cloudy,BKN070,53.1,37.0,55.0,,,30.25,1024.3,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 11:53,11:53,EST,S  10,10.0,Fair,CLR,55.0,35.1,47.0,,,30.22,1023.3,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 12:53,12:53,EST,S  15,10.0,Mostly Cloudy,BKN070,57.0,32.0,39.0,,,30.19,1022.2,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 13:53,13:53,EST,S  15,10.0,Fair,CLR,55.9,36.0,47.0,,,30.15,1020.9,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 14:53,14:53,EST,S  10,10.0,Partly Cloudy,SCT120,55.0,37.9,53.0,,,30.13,1020.2,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 15:53,15:53,EST,S  10  G 18,10.0,Overcast,BKN070 OVC080,54.0,42.1,64.0,,,30.12,1019.8,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 16:53,16:53,EST,SW  14  G 21,6.0,Light Rain,SCT036 BKN050 OVC060,53.1,41.0,64.0,,,30.11,1019.7,0.01,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 17:53,17:53,EST,S  9,10.0,Overcast,SCT032 OVC065,52.0,43.0,72.0,,,30.1,1019.1,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 18:53,18:53,EST,S  12,10.0,Overcast,SCT030 BKN039 OVC065,52.0,44.1,75.0,,,30.09,1018.8,0.0,0.0,0.01,2024-11-10,11,2024
2024-11-10,10,2024-11-10 19:53,19:53,EST,S  13,10.0,Overcast,SCT032 OVC065,50.0,46.9,89.0,46.0,,30.07,1018.1,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 20:53,20:53,EST,S  12,10.0,Overcast,BKN070 OVC100,51.1,48.0,89.0,,,30.04,1017.2,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 21:53,21:53,EST,S  9,10.0,Overcast,FEW044 BKN055 OVC075,52.0,48.9,89.0,,,30.02,1016.6,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 22:53,22:53,EST,S  10,7.0,Light Rain,FEW041 BKN070 OVC085,53.1,51.1,93.0,,,29.99,1015.3,0.0,0.0,0.0,2024-11-10,11,2024
2024-11-10,10,2024-11-10 23:53,23:53,EST,S  12,10.0,Overcast,OVC004,53.1,51.1,93.0,,,29.97,1014.7,0.0,0.0,0.0,2024-11-11,11,2024
2024-11-11,11,2024-11-11 00:53,00:53,EST,S  14,10.0,Overcast,OVC005,54.0,52.0,93.0,,,29.94,1013.5,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 01:53,01:53,EST,S  9,10.0,Mostly Cloudy,SCT005 BKN048,54.0,52.0,93.0,,,29.91,1012.7,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 02:53,02:53,EST,S  9  G 20,10.0,Overcast,OVC005,54.0,53.1,97.0,,,29.9,1012.4,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 03:53,03:53,EST,S  9,10.0,Overcast,BKN005 BKN090 OVC110,55.0,53.1,93.0,,,29.89,1011.9,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 04:53,04:53,EST,S  9,10.0,Mostly Cloudy,FEW080 BKN110,55.0,53.1,93.0,,,29.89,1011.9,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 05:53,05:53,EST,S  8,10.0,Overcast,OVC085,55.9,54.0,93.0,,,29.87,1011.3,0.0,0.0,0.0,2024-11-11,11,2024
2024-11-11,11,2024-11-11 06:53,06:53,EST,Vrbl  5,10.0,Fair,CLR,55.0,53.1,93.0,,,29.86,1011.0,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 07:53,07:53,EST,SW  3,10.0,Fair,CLR,55.0,53.1,93.0,,,29.88,1011.5,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 08:53,08:53,EST,Vrbl  3,10.0,Fair,CLR,57.9,54.0,87.0,,,29.87,1011.2,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 09:53,09:53,EST,S  9,10.0,A Few Clouds,FEW120,63.0,55.9,78.0,,,29.86,1010.7,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 10:53,10:53,EST,SE  8,10.0,Fair,CLR,68.0,57.0,68.0,,,29.84,1010.1,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 11:53,11:53,EST,SW  8,10.0,Partly Cloudy,SCT055,73.9,51.1,45.0,,,29.81,1008.9,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 12:53,12:53,EST,W  12  G 20,10.0,Fair,CLR,75.0,48.9,40.0,,77.0,29.78,1007.8,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 13:53,13:53,EST,W  8  G 18,10.0,Fair,CLR,75.9,45.0,33.0,,77.0,29.76,1007.1,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 14:53,14:53,EST,Vrbl  5,10.0,Fair,CLR,77.0,45.0,32.0,,78.0,29.74,1006.4,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 15:53,15:53,EST,W  8,10.0,Fair,CLR,75.0,43.0,32.0,,77.0,29.74,1006.6,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 16:53,16:53,EST,W  5,10.0,Fair,CLR,73.0,41.0,32.0,,,29.75,1006.8,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 17:53,17:53,EST,SW  3,10.0,Fair,CLR,66.9,42.1,41.0,,,29.77,1007.5,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 18:53,18:53,EST,Calm,10.0,Fair,CLR,68.0,41.0,38.0,,,29.79,1008.2,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 19:53,19:53,EST,Calm,10.0,Fair,CLR,66.9,41.0,39.0,,,29.79,1008.3,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 20:53,20:53,EST,W  3,10.0,Fair,CLR,63.0,39.9,43.0,,,29.8,1008.8,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 21:53,21:53,EST,NW  5,10.0,Fair,CLR,64.0,39.0,40.0,,,29.82,1009.4,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 22:53,22:53,EST,NW  5,10.0,Fair,CLR,63.0,37.0,38.0,,,29.83,1009.7,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-11,11,2024-11-11 23:53,23:53,EST,Calm,10.0,Fair,CLR,59.0,37.0,44.0,,,29.86,1010.7,0.0,0.0,0.0,2024-11-14,11,2024
2024-11-12,12,2024-11-12 00:53,00:53,EST,Calm,10.0,Fair,CLR,59.0,37.9,46.0,,,29.89,1011.5,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 01:53,01:53,EST,NW  3,10.0,Fair,CLR,57.9,37.9,48.0,,,29.9,1012.1,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 03:53,03:53,EST,N  3,10.0,Fair,CLR,53.1,37.9,57.0,,,29.94,1013.4,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 04:53,04:53,EST,Calm,10.0,Fair,CLR,54.0,37.0,53.0,,,29.97,1014.6,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 05:53,05:53,EST,S  3,10.0,A Few Clouds,FEW055,48.9,36.0,61.0,,,30.0,1015.6,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 06:53,06:53,EST,NW  6,10.0,Partly Cloudy,SCT050,51.1,37.0,59.0,,,30.03,1016.7,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 07:53,07:53,EST,NW  6,10.0,Fair,CLR,50.0,37.9,63.0,48.0,,30.07,1017.9,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 08:53,08:53,EST,NW  8,10.0,Fair,CLR,55.9,37.0,49.0,,,30.1,1018.9,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 09:53,09:53,EST,Vrbl  6  G 17,10.0,Fair,CLR,55.9,34.0,44.0,,,30.13,1019.9,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 10:53,10:53,EST,NW  8,10.0,Fair,CLR,57.9,35.1,42.0,,,30.14,1020.4,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 11:53,11:53,EST,N  13  G 21,10.0,Fair,CLR,59.0,33.1,38.0,,,30.13,1020.1,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 12:53,12:53,EST,NW  9  G 18,10.0,Fair,CLR,60.1,33.1,36.0,,,30.13,1020.0,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 13:53,13:53,EST,Vrbl  7  G 16,10.0,Fair,CLR,60.1,33.1,36.0,,,30.13,1020.0,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 14:53,14:53,EST,N  8  G 20,10.0,Fair,CLR,60.1,33.1,36.0,,,30.14,1020.5,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 15:53,15:53,EST,NE  10,10.0,Fair,CLR,60.1,32.0,35.0,,,30.17,1021.3,0.0,0.0,0.0,2024-11-15,11,2024
2024-11-12,12,2024-11-12 16:53,16:53,EST,N  5,10.0,Fair,CLR,55.0,32.0,42.0,,,30.19,1022.0,0.0,0.0,0.0,2024-11-15,11,2024
